Theobroma bernoullii,Malvaceae,151,147,146,139,125
Thevetia ahouai,Apocynaceae,0,0,0,2,2
Tocoyena pittieri,Rubiaceae,24,23,23,17,11
Tovomita longifolia,Clusiaceae,1301,1301,1321,1281,1268
Tovomita stylosa,Clusiaceae,903,904,914,995,1037
Trattinnickia aspera,Burseraceae,112,108,99,77,83
Trichilia tuberculata,Meliaceae,12,12,12,11,9
Trichospermum galeottii,Malvaceae,7,3,3,3,3
Turpinia occidentalis,Tapisciaceae,2,2,2,1,0
Unidentified (sherman),Unknown,1,1,1,0,0
Unidentified species,Unknown,7,1,5,3,0
Unonopsis bullata,Annonaceae,555,557,570,636,635
Unonopsis pittieri,Annonaceae,0,0,0,1,0
Vantanea depleta,Humiriaceae,30,29,29,28,29
Virola elongata,Myristicaceae,247,254,264,295,300
Virola multiflora,Myristicaceae,143,139,144,172,188
Virola sebifera,Myristicaceae,299,315,329,436,480
Virola surinamensis,Myristicaceae,40,40,41,55,61
Vismia baccifera,Clusiaceae,41,41,43,47,49
Vismia macrophylla,Clusiaceae,63,44,39,29,25
Vochysia ferruginea,Vochysiaceae,175,166,158,160,191
Xylopia macrantha,Annonaceae,338,335,344,361,362
Zanthoxylum acuminatum,Rutaceae,1,1,1,1,1
Zanthoxylum panamense,Rutaceae,1,0,0,1,1
