species,Family,1982,1985,1990,1995,2000,2005,2010,2015
Abarema macradenia,Fabaceae-mimosoideae,2.1141347762332512e-4,2.7444953421760436e-4,4.3917894500858514e-4,3.650216504205981e-4,4.8236013603217677e-4,6.13113222274584e-4,5.110585849227196e-4,0.0011420945932860333
Acacia melanoceras,Fabaceae-mimosoideae,2.575320577780233e-4,2.666583844367016e-4,1.835318428227157e-4,2.2405838805402402e-4,1.336433514837098e-4,3.265371404141231e-4,0.001160394370493194,9.827844298224949e-4
Acalypha diversifolia,Euphorbiaceae,0.018200974118205145,0.018364132732669333,0.015465510854908176,0.009752053375457096,0.008186157933201798,0.009612739449233658,0.013814776703042684,0.019350702781639403
Acalypha macrostachya,Euphorbiaceae,0.0025644035433090083,0.0023421986949206026,0.0016707618050321239,0.0013261762148231273,0.0011993187034711715,0.0013396536473070275,0.0013842171390981985,0.0019712394343847197
Adelia triloba,Euphorbiaceae,0.007914378752739745,0.007275504470705726,0.006870286142282447,0.006007463427937277,0.003949657407982892,0.002763753305142549,0.003187538446148544,0.0031768570311263384
Aegiphila panamensis,Lamiaceae,0.0036954083145278697,0.0038463304256063234,0.003338319185557586,0.0030544291654159444,0.0023708186039948054,0.0016403983120351787,0.001461421778560168,8.433762558194479e-4
Alchornea costaricensis,Euphorbiaceae,0.007301281238428431,0.007107083688546778,0.005580882269469588,0.004577677487398759,0.0030181123543404466,0.0026166953530280105,0.0037455167173526265,0.0035090804542434596
Alchornea latifolia,Euphorbiaceae,0,0,1.9006635554218248e-6,2.6546457922833753e-6,0,0,0,0
Alibertia edulis,Rubiaceae,0.0034628047944560815,0.004029658064906555,0.005052325013466374,0.00537829666720285,0.005429284715970612,0.005588249304242256,0.005722913673338382,0.006456459849988332
Allophylus psilospermus,Sapindaceae,0.0030023729751459615,0.0032031835775634208,0.0035881229254077786,0.00335980767930814,0.003734882426220226,0.0034871835534479386,0.0023941763453742453,0.002222613970561707
Alseis blackiana,Rubiaceae,0.08377876766479771,0.09408777829384647,0.1098700088121263,0.11090389124645944,0.11249147938598776,0.11157832835733208,0.1136931542839491,0.11719513473879546
Amaioua corymbosa,Rubiaceae,5.509882275498458e-4,6.756780399708248e-4,6.232134426558751e-4,6.13427381539943e-4,6.56498616820659e-4,6.677926424103145e-4,0.00058986543663801965,3.933902320825139e-4
Anacardium excelsum,Anacardiaceae,2.7630307388322234e-4,1.6424246392967437e-4,2.0321392079745575e-4,2.0277409782595322e-4,6.99004365423729e-6,2.2855086554865747e-5,5.4380968833639316e-5,6.512521570891641e-5
Anaxagorea panamensis,Annonaceae,0.0033494247155880256,0.003650122256426373,0.00508543740003521,0.005941694185734377,0.006863453178260889,0.007722207530119659,0.008448952158674587,0.008683597713971208
Andira inermis,Fabaceae-papilionoideae,0.006754314249475179,0.00725264938415086,0.008291809694142024,0.008664999485461957,0.008394131366869444,0.00810933028485826,0.007905079638485121,0.007596889399167962
Annona acuminata,Annonaceae,0.004600438326174018,0.0050574301015284566,0.006221484427463083,0.005914126710199126,0.0056585895637561315,0.005186251108288906,0.0052052734518063925,0.00445551665706392
Annona hayesii,Annonaceae,1.4176436849323943e-4,8.835729338221294e-5,6.234490621048945e-5,6.84238879951857e-5,0,0,0,0
Annona spraguei,Annonaceae,0.0010223370813311904,0.001133298133855982,0.0024910630628109543,0.003639723584742991,0.002852880288724891,0.0018909246181956964,0.002609830973079917,0.0010663193784814476
Apeiba membranacea,Malvaceae,0.008152244440506298,0.007806150885823578,0.006384046139323086,0.004188983936333363,0.0033852702877654856,0.002975795101296592,0.0038875324132581542,0.003374651704596352
Apeiba tibourbou,Malvaceae,9.784804478870771e-4,0.00120714126917861,7.303888760330911e-4,5.96509905100362e-4,4.8223447232603327e-4,0.001143131318861718,0.0015121584999156432,0.0010500616364991205
Aphelandra sinclairiana,Acanthaceae,2.114920174396649e-4,1.0917034471224531e-4,9.994977027395928e-5,9.33210097748848e-5,8.012632062980768e-5,1.198203438079147e-4,9.80019828287336e-5,1.2882100676044948e-4
Appunia seibertii,Rubiaceae,6.283185307179586e-6,1.9242255003237483e-5,3.506017401406209e-5,4.3306854729735294e-5,5.0045570971685404e-5,6.6601764256103615e-6,7.571238295151401e-6,1.1042698177368123e-5
Ardisia bartlettii,Myrsinaceae,6.67588438887831e-6,8.63937979737193e-6,2.261946710584651e-6,5.733406592801373e-6,1.943075056245287e-5,1.6226326055791284e-5,2.081305133003238e-5,2.0608847807549042e-5
Ardisia guianensis,Myrsinaceae,1.009236639965721e-4,7.539822368615503e-5,1.072068493037517e-4,1.3122432514044564e-4,1.2712454672751097e-4,1.345387053899829e-4,1.075367165323786e-4,1.0895043322649402e-4
Ardisia standleyana,Myrsinaceae,0.001461673105972455,0.00168549587457746,0.0020531250469005375,0.0020532664185699493,0.0020702781427891378,0.002171830125316428,0.0021618084447514764,0.0019522327988305012
Aspidosperma spruceanum,Apocynaceae,0.005845058795709953,0.006132153240358257,0.007353148933139197,0.00773774270579166,0.007594266169302214,0.007628996476087649,0.008168172315259998,0.00863862581513507
Astrocaryum standleyanum,Arecaceae,0.0013383341783925198,8.473660784895069e-4,4.1059045186091805e-4,5.416419894054163e-4,2.489083859439193e-4,5.606329169963666e-4,4.104490801915065e-4,1.622632605579128e-4
Astronium graveolens,Anacardiaceae,0.0010601932728069475,0.0010153313297136853,0.001407763376036854,0.0011931768898334034,0.0011530587516470616,0.001052354999136241,0.0013019231195374142,0.0017479350285675571
