species,Family,1994,1997,1998
Adelia triloba,Euphorbiaceae,0.0056745017305465635,0.0059446786987552855,0.0059446786987552855
Albizia adinocephala,Fabaceae-mimosoideae,0.07801575941521788,0.06062213533907714,0.056216051642417456
Alchornea costaricensis,Euphorbiaceae,0.0023328288948312706,0.0028274333882308137,0.00287475362757551
Alseis blackiana,Rubiaceae,0.020430169725376122,0.02353406326712284,0.02403553999445211
Anacardium excelsum,Anacardiaceae,10.484751322090576,10.739143554360876,10.589756307643242
Andira inermis,Fabaceae-papilionoideae,0.12700045381769418,0.16339384121412345,0.13380828509802326
Annona purpurea,Annonaceae,0.04654701485283147,0.00882473376393373,0.00882473376393373
Annona spraguei,Annonaceae,0.02020593854972615,0.021977600456809944,0.02310013078184575
Ardisia revoluta,Myrsinaceae,0.004929551572564084,0.005109800451063799,0.005763644422092174
Astronium graveolens,Anacardiaceae,0.4351995288641911,0.48303793464718886,0.49686781455691365
Attalea butyracea,Arecaceae,0.8616770147743127,0.7464373094048727,0.7666511019362329
Brosimum alicastrum,Moraceae,0.18237495132803128,0.22285280187320897,0.23057248042124248
Bunchosia odorata,Malpighiaceae,0.004359156156396687,0.004417864669110647,0.004596346401742717
Bursera simaruba,Burseraceae,0.3622381993295175,0.37912092190036817,0.36469787002773746
Calycolpus warszewiczianus,Myrtaceae,0.0027339710067865175,0.00287475362757551,0.00287475362757551
Calycophyllum candidissimum,Rubiaceae,1.520696367000396,1.4716223335568333,1.7143926365042605
Casearia commersoniana,Salicaceae,0.016424639092049137,0.010024233108982481,0.010191719267326987
Casearia guianensis,Salicaceae,0.008644681234974864,0.005941537106101696,0.005654866776461627
Casearia sylvestris,Salicaceae,0,0.002042820622996763,0.0021237166338267
Cassia moschata,Fabaceae-caesalpinioideae,0.014741138128806706,0.018626502843133882,0.018747650509837937
Cassipourea elliptica,Rhizophoraceae,0.002642079421669016,0.002290221044466959,0.002375829444277281
Cavanillesia platanifolia,Malvaceae,7.529909662045724,7.737725623381606,7.697047496304762
Cecropia longipes,Urticaceae,0.0343501740743508,0.006866147093961342,0.013080217362761952
Cecropia obtusifolia,Urticaceae,0.008332289115483529,0,0
Cecropia peltata,Urticaceae,0.008992023572737385,0,0
Cedrela odorata,Meliaceae,0.2103306099055409,0.2267049835151326,0.2211922738062459
Chrysophyllum cainito,Sapotaceae,0.15017814266817542,0.06526324943613351,0.1419438319735757
Cinnamomum triplinerve,Lauraceae,0.0035784703819796235,0,0
Coccoloba padiformis,Polygonaceae,0.013476058037114267,0.01704844158332756,0.018171364607445062
Cojoba rufescens,Fabaceae-mimosoideae,0.009626036240139977,0.015254984877209487,0.009858710446046469
Colubrina glandulosa,Rhamnaceae,0.01932275831498572,0.023381499673882884,0.023637539475150453
Copaifera aromatica,Fabaceae-caesalpinioideae,0.028443587186520285,0.030980226904753196,0.03173715438472749
Cordia alliodora,Boraginaceae,0.0054695128098998305,0.002642079421669016,0.0026878288646869173
Coussarea curvigemmia,Rubiaceae,0.0259010569820619,0.03657402897401067,0.03204503046477929
Cryosophila warscewiczii,Arecaceae,0.004623835337461627,0.004886943722199773,0.005160262283062084
Cupania seemannii,Sapindaceae,0.010023447710819084,0.010794905056816228,0.009280853747326796
Dalbergia retusa,Fabaceae-papilionoideae,0.15763628362779758,0.16572176137043346,0.16632455446084102
Dendropanax arboreus,Araliaceae,0.025564121169964392,0.02822701364296344,0.02952390236027348
Diphysa americana,Fabaceae-papilionoideae,0.004778362426110075,0.004901669937763475,0.005152997350050659
Elaeis oleifera,Arecaceae,0.5677635469218519,0.5585828314403583,0.5140336731656692
Eugenia coloradoensis,Myrtaceae,0.013296005508155401,0.013685955696282235,0.013620571299179396
Eugenia hiraeifolia,Myrtaceae,0.07033495807627253,0.0763622999317254,0.07474909210410705
Faramea occidentalis,Rubiaceae,0.04032057456295735,0.04384642326798935,0.04310029501276177
Ficus bullenei,Moraceae,0.004300840342764427,0.004300840342764427,0.0032169908772759484
Ficus citrifolia,Moraceae,0.5007716361280806,0.524886501337036,0.5261714127323541
Ficus insipida,Moraceae,1.3081214818429467,1.3973489963902042,1.3649511258005185
Ficus maxima,Moraceae,0.011404177682071798,0.015393804002589986,0.01674154725098001
Guarea glabra,Meliaceae,0.262305707815153,0.2621969301695224,0.24550604110008156
Guazuma ulmifolia,Malvaceae,0.013478217882063609,0.016173115330221106,0.015836768566746148
Heisteria concinna,Erythropalaceae,0.07210053314759,0.08128262307586956,0.0836093651349345
Hirtella americana,Chrysobalanaceae,0.009582250292530566,0.009973378577902496,0.010276934968055611
Hymenaea courbaril,Fabaceae-caesalpinioideae,0.0056745017305465635,0.00608212337734984,0.006221138852271188
Inga laurina,Fabaceae-mimosoideae,0.15010942032887817,0.09440780448348601,0.09600785689186747
Inga vera,Fabaceae-mimosoideae,0.010698104733177491,0.008091368228861362,0.007775638167175587
Ixora floribunda,Rubiaceae,0.014977542975989338,0.01842426281605904,0.02096718571959913
Jacaranda caucana,Bignoniaceae,0.03110255266870235,0.08270262295529215,0.08270262295529215
Lacistema aggregatum,Lacistemataceae,0.007282604470102838,0.007333459001182824,0.007432419169770902
Luehea seemannii,Malvaceae,0.008581456682821368,0.017569945963823465,0.01886428213710246
Luehea speciosa,Malvaceae,0.005410607947645021,0.005410607947645021,0.0056745017305465635
Maclura tinctoria,Moraceae,0.022035327221819657,0.024744950885540854,0.024744950885540854
Macrocnemum roseum,Rubiaceae,0.061089643595839474,0.06851754672617084,0.0687957740255544
